,tokens,topic,aspect,label,type
1555,"['the', 'first', 'programm', 'i', 'switched', 'on', 'was', 'a', 'game', 'for', 'my', 'children', '.']",laptop,['programm'],1,train
1556,"['i', 'have', 'been', 'very', 'pleased', 'with', 'the', 'performance', 'of', 'this', 'laptop', '.']",laptop,['performance'],2,train
1557,"['i', 'bought', 'it', 'for', 'my', 'mom', 'and', 'she', 'reports', 'that', 'the', 'battery', 'life', 'lasts', 'all', 'day', 'for', 'her', ',', 'it', ""'s"", 'very', 'lightweight', ',', 'and', 'the', 'response', 'for', 'the', 'computing', 'she', ""'s"", 'doing', '(', 'internet', 'focused', 'activity', ':', 'mail', ',', 'research', ',', 'etc', '.', ')', 'is', 'excellent', ';']",laptop,"['battery', 'life']",2,train
1558,"['i', 'bought', 'it', 'for', 'my', 'mom', 'and', 'she', 'reports', 'that', 'the', 'battery', 'life', 'lasts', 'all', 'day', 'for', 'her', ',', 'it', ""'s"", 'very', 'lightweight', ',', 'and', 'the', 'response', 'for', 'the', 'computing', 'she', ""'s"", 'doing', '(', 'internet', 'focused', 'activity', ':', 'mail', ',', 'research', ',', 'etc', '.', ')', 'is', 'excellent', ';']",laptop,['response'],2,train
1559,"['i', 'bought', 'it', 'for', 'my', 'mom', 'and', 'she', 'reports', 'that', 'the', 'battery', 'life', 'lasts', 'all', 'day', 'for', 'her', ',', 'it', ""'s"", 'very', 'lightweight', ',', 'and', 'the', 'response', 'for', 'the', 'computing', 'she', ""'s"", 'doing', '(', 'internet', 'focused', 'activity', ':', 'mail', ',', 'research', ',', 'etc', '.', ')', 'is', 'excellent', ';']",laptop,"['internet', 'focused', 'activity']",1,train
1560,"['its', 'very', 'nice', 'and', 'once', 'you', 'learn', 'the', 'features', 'you', 'will', 'be', 'so', 'happy', 'to', 'have', 'such', 'a', 'sophisticated', 'computer', '.']",laptop,['features'],1,train
1561,"['it', 'is', 'sleek', 'and', 'lightweight', 'and', 'charges', 'quickly', 'when', 'needed', '.']",laptop,['charges'],2,train
1562,"['also', 'you', 'may', 'need', 'to', 'charge', 'it', 'once', 'a', 'day', ',', 'if', 'for', 'medium', 'use', 'every', 'thing', 'fast', 'and', 'easy', 'with', 'mac', 'the', 'size', 'and', 'look', 'is', 'the', 'most', 'feature', 'that', 'attracted', 'me', 'to', 'it', '.']",laptop,['size'],2,train
1563,"['also', 'you', 'may', 'need', 'to', 'charge', 'it', 'once', 'a', 'day', ',', 'if', 'for', 'medium', 'use', 'every', 'thing', 'fast', 'and', 'easy', 'with', 'mac', 'the', 'size', 'and', 'look', 'is', 'the', 'most', 'feature', 'that', 'attracted', 'me', 'to', 'it', '.']",laptop,['look'],2,train
1564,"['also', 'you', 'may', 'need', 'to', 'charge', 'it', 'once', 'a', 'day', ',', 'if', 'for', 'medium', 'use', 'every', 'thing', 'fast', 'and', 'easy', 'with', 'mac', 'the', 'size', 'and', 'look', 'is', 'the', 'most', 'feature', 'that', 'attracted', 'me', 'to', 'it', '.']",laptop,['feature'],2,train
1565,"['also', 'you', 'may', 'need', 'to', 'charge', 'it', 'once', 'a', 'day', ',', 'if', 'for', 'medium', 'use', 'every', 'thing', 'fast', 'and', 'easy', 'with', 'mac', 'the', 'size', 'and', 'look', 'is', 'the', 'most', 'feature', 'that', 'attracted', 'me', 'to', 'it', '.']",laptop,['charge'],1,train
1566,"['(', 'the', 'ibook', 'backup', 'also', 'uses', 'a', 'firewire', 'connection', ')', '.']",laptop,"['ibook', 'backup']",1,train
1567,"['(', 'the', 'ibook', 'backup', 'also', 'uses', 'a', 'firewire', 'connection', ')', '.']",laptop,"['firewire', 'connectio']",1,train
1568,"['i', 'did', 'think', 'it', 'had', 'a', 'camera', 'because', 'that', 'was', 'one', 'of', 'my', 'requirements', ',', 'but', 'forgot', 'to', 'check', 'in', 'the', 'specifications', 'on', 'this', 'one', 'before', 'i', 'purchased', '.']",laptop,['camera'],1,train
1569,"['i', 'did', 'think', 'it', 'had', 'a', 'camera', 'because', 'that', 'was', 'one', 'of', 'my', 'requirements', ',', 'but', 'forgot', 'to', 'check', 'in', 'the', 'specifications', 'on', 'this', 'one', 'before', 'i', 'purchased', '.']",laptop,['specifications'],1,train
1570,"['also', 'the', 'display', 'is', 'exceptional', '!']",laptop,['display'],2,train
1571,"['the', 'computer', 'was', 'shipped', 'to', 'their', 'repair', 'depot', 'on', 'june', '24', 'and', 'returned', 'on', 'july', '2', 'seems', 'like', 'a', 'short', 'turn', 'around', 'time', 'except', 'the', 'computer', 'was', 'not', 'repaired', 'when', 'it', 'was', 'returned', '.']",laptop,"['repair', 'depot']",1,train
1572,"['learning', 'all', 'of', 'the', 'keyboard', 'shortcuts', 'only', 'took', 'a', 'few', 'minutes', 'to', 'get', 'used', 'to', 'as', 'some', 'of', 'the', 'shortcuts', 'are', 'the', 'same', 'on', 'windows', 'machines', '.']",laptop,"['keyboard', 'shortcuts']",2,train
1573,"['learning', 'all', 'of', 'the', 'keyboard', 'shortcuts', 'only', 'took', 'a', 'few', 'minutes', 'to', 'get', 'used', 'to', 'as', 'some', 'of', 'the', 'shortcuts', 'are', 'the', 'same', 'on', 'windows', 'machines', '.']",laptop,['shortcuts'],1,train
1574,"['little', 'short', 'on', 'ram', 'but', 'you', 'get', 'what', 'you', 'pay', 'for', '.']",laptop,['ram'],0,train
1575,"['it', 'did', ""n't"", 'come', 'with', 'any', 'software', 'installed', 'outside', 'of', 'windows', 'media', ',', 'but', 'for', 'the', 'price', ',', 'i', 'was', 'very', 'pleased', 'with', 'the', 'condition', 'and', 'the', 'overall', 'product', '.']",laptop,['software'],0,train
1576,"['it', 'did', ""n't"", 'come', 'with', 'any', 'software', 'installed', 'outside', 'of', 'windows', 'media', ',', 'but', 'for', 'the', 'price', ',', 'i', 'was', 'very', 'pleased', 'with', 'the', 'condition', 'and', 'the', 'overall', 'product', '.']",laptop,"['windows', 'media']",1,train
1577,"['it', 'did', ""n't"", 'come', 'with', 'any', 'software', 'installed', 'outside', 'of', 'windows', 'media', ',', 'but', 'for', 'the', 'price', ',', 'i', 'was', 'very', 'pleased', 'with', 'the', 'condition', 'and', 'the', 'overall', 'product', '.']",laptop,['price'],2,train
1578,"['then', ',', 'one', 'month', 'after', 'the', 'warranty', 'expired', ',', 'the', 'replacement', 'charger', 'went', '.']",laptop,['warranty'],1,train
1579,"['then', ',', 'one', 'month', 'after', 'the', 'warranty', 'expired', ',', 'the', 'replacement', 'charger', 'went', '.']",laptop,"['replacement', 'charger']",0,train
1580,"['i', 'love', 'a', '``', 'pc', ""''"", 'but', 'i', 'was', 'ready', 'for', 'a', 'change', 'and', 'tired', 'of', 'the', 'windows', 'system', '.']",laptop,"['windows', 'system']",0,train
1581,"['your', 'cursor', 'will', 'end', 'up', 'all', 'over', 'the', 'freaking', 'place', ',', ',', ',', 'it', ""'s"", 'not', 'uncommon', 'for', 'me', 'to', 'accidentally', 'delete', 'words', ',', 'sentences', ',', 'paragraphs', 'because', 'of', 'this', 'mousepad', '.']",laptop,['cursor'],0,train
1582,"['your', 'cursor', 'will', 'end', 'up', 'all', 'over', 'the', 'freaking', 'place', ',', ',', ',', 'it', ""'s"", 'not', 'uncommon', 'for', 'me', 'to', 'accidentally', 'delete', 'words', ',', 'sentences', ',', 'paragraphs', 'because', 'of', 'this', 'mousepad', '.']",laptop,['mousepad'],0,train
1583,"['other', 'installed', 'features', ',', 'such', 'as', 'certain', 'printer', 'software', ',', 'are', 'also', 'most', 'attractive', '.']",laptop,['features'],2,train
1584,"['other', 'installed', 'features', ',', 'such', 'as', 'certain', 'printer', 'software', ',', 'are', 'also', 'most', 'attractive', '.']",laptop,"['printer', 'software']",2,train
1585,"['i', 'work', 'in', 'film', 'editing', 'and', 'post', 'production', ',', 'so', 'i', 'need', 'a', 'laptop', 'that', 'not', 'only', 'has', 'power', ',', 'but', 'memory', 'and', 'speed', 'as', 'well', '.']",laptop,['power'],1,train
1586,"['i', 'work', 'in', 'film', 'editing', 'and', 'post', 'production', ',', 'so', 'i', 'need', 'a', 'laptop', 'that', 'not', 'only', 'has', 'power', ',', 'but', 'memory', 'and', 'speed', 'as', 'well', '.']",laptop,['memory'],1,train
1587,"['i', 'work', 'in', 'film', 'editing', 'and', 'post', 'production', ',', 'so', 'i', 'need', 'a', 'laptop', 'that', 'not', 'only', 'has', 'power', ',', 'but', 'memory', 'and', 'speed', 'as', 'well', '.']",laptop,['speed'],1,train
1588,"['even', 'doing', 'so', ',', 'the', 'hinge', 'may', 'just', 'be', 'slightly', 'tightened', 'only', '.']",laptop,['hinge'],1,train
1589,"['company', 'provides', 'ups', 'shipping', ',', 'fast', ',', 'great', '!']",laptop,['shipping'],2,train
1590,"['i', 'would', 'tell', 'the', 'technician', 'i', 'knew', 'exactly', 'what', 'was', 'wrong', 'with', 'it', 'but', 'they', 'did', 'not', 'listen', 'and', 'i', 'had', 'to', 'go', 'through', 'a', 'bunch', 'of', 'junk', 'to', 'get', 'them', 'to', 'tell', 'me', 'i', 'needed', 'to', 'send', 'the', 'computer', 'in', '.']",laptop,['technician'],0,train
1591,"['then', 'i', ""'ve"", 'fixed', 'the', 'dc', 'jack', '(', 'inside', 'the', 'unit', ')', ',', 'rewired', 'the', 'dc', 'jack', 'to', 'the', 'outside', 'of', 'the', 'laptop', ',', 'replaced', 'the', 'power', 'brick', '.']",laptop,"['dc', 'jack']",1,train
1592,"['then', 'i', ""'ve"", 'fixed', 'the', 'dc', 'jack', '(', 'inside', 'the', 'unit', ')', ',', 'rewired', 'the', 'dc', 'jack', 'to', 'the', 'outside', 'of', 'the', 'laptop', ',', 'replaced', 'the', 'power', 'brick', '.']",laptop,"['power', 'brick']",1,train
1593,"['it', 'is', 'easy', 'to', 'use', ',', 'has', 'great', 'screen', 'quality', ',', 'and', 'every', 'so', 'light', 'weight', '.']",laptop,"['screen', 'quality']",2,train
1594,"['it', 'is', 'easy', 'to', 'use', ',', 'has', 'great', 'screen', 'quality', ',', 'and', 'every', 'so', 'light', 'weight', '.']",laptop,['use'],2,train
1595,"['great', 'product', ',', 'very', 'easy', 'to', 'use', 'and', 'great', 'graphics', '.']",laptop,['graphics'],2,train
1596,"['great', 'product', ',', 'very', 'easy', 'to', 'use', 'and', 'great', 'graphics', '.']",laptop,['use'],2,train
1597,"['the', 'ilife', 'software', 'that', 'comes', 'with', 'the', 'computer', 'is', 'so', 'simple', 'to', 'use', 'and', 'produces', 'a', 'great', 'finished', 'product', '.']",laptop,"['ilife', 'software']",2,train
1598,"['the', 'ilife', 'software', 'that', 'comes', 'with', 'the', 'computer', 'is', 'so', 'simple', 'to', 'use', 'and', 'produces', 'a', 'great', 'finished', 'product', '.']",laptop,['use'],2,train
1599,"['the', 'built-in', 'webcam', 'is', 'great', 'for', 'skype', 'and', 'similar', 'video-chat', 'services', '.']",laptop,"['built-in', 'webcam']",2,train
1600,"['the', 'shop', 'will', 'definitely', 'push', 'the', 'problem', 'to', 'the', 'service', 'center', '.']",laptop,"['service', 'center']",1,train
1601,"['pc', 'users', 'work', 'in', 'word', ',', 'while', 'mac', 'users', 'work', 'in', 'pages', '.']",laptop,['word'],1,train
1602,"['pc', 'users', 'work', 'in', 'word', ',', 'while', 'mac', 'users', 'work', 'in', 'pages', '.']",laptop,['pages'],1,train
1603,"['while', 'i', 'mostly', 'use', 'it', 'for', 'email', ',', 'internet', 'and', 'gaming', ',', 'i', ""'m"", 'confident', 'all', 'other', 'applications', 'live', 'up', 'to', 'the', 'high', 'standard', 'i', ""'ve"", 'come', 'to', 'appreciate', 'from', 'mac', 'laptops', '.']",laptop,['applications'],2,train
1604,"['while', 'i', 'mostly', 'use', 'it', 'for', 'email', ',', 'internet', 'and', 'gaming', ',', 'i', ""'m"", 'confident', 'all', 'other', 'applications', 'live', 'up', 'to', 'the', 'high', 'standard', 'i', ""'ve"", 'come', 'to', 'appreciate', 'from', 'mac', 'laptops', '.']",laptop,['internet'],1,train
1605,"['while', 'i', 'mostly', 'use', 'it', 'for', 'email', ',', 'internet', 'and', 'gaming', ',', 'i', ""'m"", 'confident', 'all', 'other', 'applications', 'live', 'up', 'to', 'the', 'high', 'standard', 'i', ""'ve"", 'come', 'to', 'appreciate', 'from', 'mac', 'laptops', '.']",laptop,['gaming'],1,train
1606,"['this', 'laptop', 'looks', 'great', 'on', 'the', 'surface', ':', '17', ""''"", 'inch', 'screen', ',', 'good', 'price-point', ',', 'nice', 'appearance', ',', 'boots', 'up', 'quickly', ',', 'runs', 'fast', 'etc', '.']",laptop,"['17', ""''"", 'inch', 'screen']",2,train
1607,"['this', 'laptop', 'looks', 'great', 'on', 'the', 'surface', ':', '17', ""''"", 'inch', 'screen', ',', 'good', 'price-point', ',', 'nice', 'appearance', ',', 'boots', 'up', 'quickly', ',', 'runs', 'fast', 'etc', '.']",laptop,['price-point'],2,train
1608,"['this', 'laptop', 'looks', 'great', 'on', 'the', 'surface', ':', '17', ""''"", 'inch', 'screen', ',', 'good', 'price-point', ',', 'nice', 'appearance', ',', 'boots', 'up', 'quickly', ',', 'runs', 'fast', 'etc', '.']",laptop,['appearance'],2,train
1609,"['this', 'laptop', 'looks', 'great', 'on', 'the', 'surface', ':', '17', ""''"", 'inch', 'screen', ',', 'good', 'price-point', ',', 'nice', 'appearance', ',', 'boots', 'up', 'quickly', ',', 'runs', 'fast', 'etc', '.']",laptop,"['boots', 'up']",2,train
1610,"['this', 'laptop', 'looks', 'great', 'on', 'the', 'surface', ':', '17', ""''"", 'inch', 'screen', ',', 'good', 'price-point', ',', 'nice', 'appearance', ',', 'boots', 'up', 'quickly', ',', 'runs', 'fast', 'etc', '.']",laptop,['runs'],2,train
1611,"['the', 'apple', 'systems', 'are', 'over', 'priced', 'luxurys', 'that', 'ar', ""n't"", 'worth', 'what', 'they', 'are', 'being', 'charged', 'for', ',', 'this', 'model', ""'s"", 'specifications', 'are', 'far', 'from', 'being', 'impressive', 'and', 'they', 'only', 'thing', 'you', 'get', 'out', 'of', 'this', 'is', 'the', 'apple', 'name', '.']",laptop,['specifications'],0,train
1612,"['the', 'apple', 'systems', 'are', 'over', 'priced', 'luxurys', 'that', 'ar', ""n't"", 'worth', 'what', 'they', 'are', 'being', 'charged', 'for', ',', 'this', 'model', ""'s"", 'specifications', 'are', 'far', 'from', 'being', 'impressive', 'and', 'they', 'only', 'thing', 'you', 'get', 'out', 'of', 'this', 'is', 'the', 'apple', 'name', '.']",laptop,"['over', 'priced']",0,train
1613,"['pros', ':', 'the', 'macbook', 'pro', 'notebook', 'has', 'a', 'large', 'battery', 'life', 'and', 'you', 'wont', 'have', 'to', 'worry', 'to', 'charge', 'your', 'laptop', 'every', 'five', 'hours', 'or', 'so', '.']",laptop,"['battery', 'life']",2,train
1614,"['disappointing', 'for', 'such', 'a', 'lovely', 'screen', 'and', 'at', 'a', 'reasonable', 'price']",laptop,['screen'],2,train
1615,"['disappointing', 'for', 'such', 'a', 'lovely', 'screen', 'and', 'at', 'a', 'reasonable', 'price']",laptop,['price'],2,train
1616,"['the', 'only', 'bad', 'thing', 'about', 'it', 'is', 'they', 'give', 'you', 'the', 'worst', 'batteries', 'possible', '.']",laptop,['batteries'],0,train
1617,"['good', 'price', '.']",laptop,['price'],2,train
1618,"['the', 'motherboard', 'is', 'dead', '!']",laptop,['motherboard'],0,train
1619,"['the', 'speed', 'is', 'fine', '.']",laptop,['speed'],2,train
1620,"['hmmm', '-', 'that', 'high', 'failure', 'rate', 'sure', 'is', ""n't"", 'reflected', 'in', 'the', 'retail', 'price', '.']",laptop,"['retail', 'price']",0,train
1621,"['it', 'was', 'not', 'clear', 'that', 'the', 'microsoft', 'student', 'edition', 'that', 'was', 'loaded', 'on', 'the', 'computer', ',', 'was', 'a', 'six', 'month', 'trial', '.']",laptop,"['microsoft', 'student', 'edition']",0,train
1622,"['good', 'for', 'every', 'day', 'computing', 'and', 'web', 'browsing', '.']",laptop,"['web', 'browsing']",2,train
1623,"['good', 'for', 'every', 'day', 'computing', 'and', 'web', 'browsing', '.']",laptop,"['every', 'day', 'computing']",2,train
1624,"['also', ',', 'i', 'have', 'had', 'alot', 'of', 'trouble', 'with', 'the', 'keys', 'sticking', 'and', 'will', 'not', 'type', 'correctly', '.']",laptop,['keys'],0,train
1625,"['excellent', 'led', 'monitor', 'and', 'well', 'equipped', '.']",laptop,"['led', 'monitor']",2,train
1626,"['this', 'process', 'continued', 'to', 'repeat', 'itself', 'until', 'the', 'mother', 'board', 'had', 'been', 'replaced', '4', 'times', 'and', 'the', 'hard', 'drive', 'replaced', '3', 'times', '.']",laptop,"['mother', 'board']",0,train
1627,"['this', 'process', 'continued', 'to', 'repeat', 'itself', 'until', 'the', 'mother', 'board', 'had', 'been', 'replaced', '4', 'times', 'and', 'the', 'hard', 'drive', 'replaced', '3', 'times', '.']",laptop,"['hard', 'drive']",0,train
1628,"['without', 'a', 'doubt', ',', 'the', '*', 'design', '*', 'of', 'this', 'laptop', 'is', 'fantastic', '.']",laptop,['design'],2,train
1629,"['i', 'could', ""n't"", 'believe', 'how', 'long', 'the', 'battery', 'lasted', 'on', 'a', 'single', 'charge', '.']",laptop,['battery'],2,train
1630,"['i', 'could', ""n't"", 'believe', 'how', 'long', 'the', 'battery', 'lasted', 'on', 'a', 'single', 'charge', '.']",laptop,['charge'],2,train
1631,"['i', 'could', 'save', 'ten', 'essay', 'papers', 'and', 'have', 'hardly', 'any', 'memory', 'left', '.']",laptop,['memory'],0,train
1632,"['other', 'than', 'that', ',', 'i', 'would', 'recommend', 'this', 'to', 'someone', 'in', 'need', 'of', 'a', 'cheap', 'laptop', 'with', 'semi-decent', 'gaming', 'capabilities', '.']",laptop,['gaming'],2,train
1633,"['this', 'is', 'the', 'first', 'time', 'that', 'i', 'tried', 'and', 'owning', 'a', 'netbook', 'although', 'i', 'have', 'used', '3', 'different', 'laptops', 'in', 'the', 'past', '10', 'years', ',', 'i', 'find', 'not', 'much', 'difference', 'except', 'of', 'course', 'for', 'the', 'screen', 'size', '.']",laptop,"['screen', 'size']",1,train
1634,"['but', 'the', 'biggest', 'pain', 'is', 'that', 'tech', 'support', 'is', 'not', 'available', '24/7', '.']",laptop,"['tech', 'support']",0,train
1635,"['the', 'backlit', 'keys', 'are', 'wonderful', 'when', 'you', 'are', 'working', 'in', 'the', 'dark', '.']",laptop,"['backlit', 'keys']",2,train
1636,"['i', 'chose', 'the', 'ibookg4', ',', 'a', 'laptop', 'that', 'is', 'an', 'attractive', 'computer', 'with', 'a', 'large', 'screen', 'big', 'enough', 'to', 'please', 'anyone', '.']",laptop,['screen'],2,train
1637,"['the', 'most', 'recent', 'being', 'that', 'my', 'safari', 'internet', 'browser', 'is', 'freaking', 'out', 'on', 'me', ',', 'but', 'i', 'have', 'just', 'been', 'using', 'firefox', 'instead', '.']",laptop,"['safari', 'internet', 'browser']",0,train
1638,"['the', 'most', 'recent', 'being', 'that', 'my', 'safari', 'internet', 'browser', 'is', 'freaking', 'out', 'on', 'me', ',', 'but', 'i', 'have', 'just', 'been', 'using', 'firefox', 'instead', '.']",laptop,['firefox'],2,train
1639,"['everything', 'about', 'the', 'mac', 'is', 'not', 'only', 'visually', 'appealing', ',', 'but', 'very', 'easy', 'to', 'use', '.']",laptop,['use'],2,train
1640,"['i', 'know', 'what', '7', 'hrs', 'of', 'battery', 'looks', 'like', '.']",laptop,['battery'],2,train
1641,"['i', 'did', 'not', 'have', 'to', 'call', 'the', 'support', 'line', 'at', 'all', '.']",laptop,"['support', 'line']",1,train
1642,"['the', 'laptop', 'is', 'outstanding', 'in', 'all', 'aspects', 'except', 'that', 'it', 'has', 'the', 'windows', '7', 'starter', 'and', 'not', 'the', 'full', 'windows', '7', '.']",laptop,"['windows', '7', 'starter']",0,train
1643,"['the', 'laptop', 'is', 'outstanding', 'in', 'all', 'aspects', 'except', 'that', 'it', 'has', 'the', 'windows', '7', 'starter', 'and', 'not', 'the', 'full', 'windows', '7', '.']",laptop,"['windows', '7']",2,train
1644,"['the', 'first', 'problem', 'is', 'that', 'the', 'keyboard', 'function', 'is', 'simply', 'unsatisfactory', '.']",laptop,"['keyboard', 'function']",0,train
1645,"['the', 'dvd', 'drive', 'randomly', 'pops', 'open', 'when', 'it', 'is', 'in', 'my', 'backpack', 'as', 'well', ',', 'which', 'is', 'annoying', '.']",laptop,"['dvd', 'drive']",0,train
1646,"['garageband', 'is', 'more', 'for', 'the', 'musicians', ',', 'and', 'the', 'laptop', 'is', 'equipped', 'with', 'a', 'good', 'working', 'microphone', ',', 'good', 'enough', 'for', 'beginners', 'and', 'musicians', 'at', 'the', 'intermediate', 'level', '.']",laptop,['garageband'],1,train
1647,"['garageband', 'is', 'more', 'for', 'the', 'musicians', ',', 'and', 'the', 'laptop', 'is', 'equipped', 'with', 'a', 'good', 'working', 'microphone', ',', 'good', 'enough', 'for', 'beginners', 'and', 'musicians', 'at', 'the', 'intermediate', 'level', '.']",laptop,['microphone'],2,train
1648,"['i', 'dual', 'boot', 'with', 'linux', 'and', 'that', 'other', 'security-prone', 'os', 'and', 'it', 'performs', 'flawlessly', '.']",laptop,['linux'],1,train
1649,"['i', 'dual', 'boot', 'with', 'linux', 'and', 'that', 'other', 'security-prone', 'os', 'and', 'it', 'performs', 'flawlessly', '.']",laptop,"['security-prone', 'os']",1,train
1650,"['i', 'dual', 'boot', 'with', 'linux', 'and', 'that', 'other', 'security-prone', 'os', 'and', 'it', 'performs', 'flawlessly', '.']",laptop,['performs'],2,train
1651,"['the', 'difference', 'is', 'the', 'toshiba', 'had', 'a', 'lot', 'more', 'memory', 'and', 'hard', 'drive', 'space', '.']",laptop,['memory'],2,train
1652,"['the', 'difference', 'is', 'the', 'toshiba', 'had', 'a', 'lot', 'more', 'memory', 'and', 'hard', 'drive', 'space', '.']",laptop,"['hard', 'drive', 'space']",2,train
1653,"['there', 'was', 'a', 'little', 'difficulty', 'doing', 'the', 'migration', 'as', 'the', 'firewire', 'cable', 'system', 'ca', ""n't"", 'be', 'used', 'with', 'the', 'ibook', '.']",laptop,"['firewire', 'cable', 'system']",0,train
1654,"['there', 'was', 'a', 'little', 'difficulty', 'doing', 'the', 'migration', 'as', 'the', 'firewire', 'cable', 'system', 'ca', ""n't"", 'be', 'used', 'with', 'the', 'ibook', '.']",laptop,['ibook'],1,train
1655,"['seems', 'like', 'maybe', 'a', 'bad', 'shipment', 'from', 'toshiba', '.']",laptop,['shipment'],0,train
1656,"['os', 'x', 'is', 'solid', 'with', 'lots', 'of', 'innovations', 'such', 'as', 'quicklook', 'which', 'save', 'heaps', 'of', 'time', '.']",laptop,"['os', 'x']",2,train
1657,"['os', 'x', 'is', 'solid', 'with', 'lots', 'of', 'innovations', 'such', 'as', 'quicklook', 'which', 'save', 'heaps', 'of', 'time', '.']",laptop,['quicklook'],2,train
1658,"['but', 'other', 'than', 'that', 'i', 'am', 'blown', 'away', 'by', 'all', 'the', 'features', 'this', 'laptop', 'offers', '.']",laptop,['features'],2,train
1659,"['the', 'keyboard', 'is', 'slick', 'and', 'quiet', 'and', 'not', 'bulky', 'like', 'some', 'other', 'laptops', 'i', 'have', 'had', 'in', 'the', 'past', '.']",laptop,['keyboard'],2,train
1660,"['overall', ',', 'this', 'laptop', 'is', 'definitely', 'a', 'keeper', 'with', 'its', 'simple', 'yet', 'stylish', 'design', 'and', 'its', 'array', 'of', 'fantastic', 'colors', 'to', 'choose', 'from', '.']",laptop,['design'],2,train
1661,"['overall', ',', 'this', 'laptop', 'is', 'definitely', 'a', 'keeper', 'with', 'its', 'simple', 'yet', 'stylish', 'design', 'and', 'its', 'array', 'of', 'fantastic', 'colors', 'to', 'choose', 'from', '.']",laptop,['colors'],2,train
1662,"['first', 'the', 'screen', 'goes', 'completely', 'out', '.']",laptop,['screen'],0,train
1663,"['i', ""'m"", 'learning', 'the', 'finger', 'options', 'for', 'the', 'mousepad', 'that', 'allow', 'for', 'quicker', 'browsing', 'of', 'web', 'pages', '.']",laptop,['mousepad'],2,train
1664,"['i', ""'m"", 'learning', 'the', 'finger', 'options', 'for', 'the', 'mousepad', 'that', 'allow', 'for', 'quicker', 'browsing', 'of', 'web', 'pages', '.']",laptop,['browsing'],2,train
1665,"['the', 'photobooth', 'is', 'a', 'great', 'program', ',', 'it', 'takes', 'very', 'good', 'pictures', 'with', 'the', 'built-in', 'camera', '.']",laptop,['photobooth'],2,train
1666,"['the', 'photobooth', 'is', 'a', 'great', 'program', ',', 'it', 'takes', 'very', 'good', 'pictures', 'with', 'the', 'built-in', 'camera', '.']",laptop,['program'],2,train
1667,"['the', 'photobooth', 'is', 'a', 'great', 'program', ',', 'it', 'takes', 'very', 'good', 'pictures', 'with', 'the', 'built-in', 'camera', '.']",laptop,"['built-in', 'camera']",2,train
1668,"['many', 'kinds', 'of', 'software', 'that', 'is', 'necessary', 'to', 'the', 'working', 'person', 'is', 'not', 'available', 'and', 'can', 'not', 'be', 'downloaded', '.']",laptop,['software'],0,train
1669,"['i', 'had', 'to', 'pay', 'for', 'the', 'shipping', '!']",laptop,['shipping'],0,train
1670,"['it', 'bluescreened', 'on', 'me', 'without', 'any', 'warning', ',', 'running', 'simply', 'basic', 'chrome', '.']",laptop,['chrome'],0,train
1671,"['i', 'took', '3-4', 'years', 'researching', 'brands', 'and', 'prices', 'of', 'laptops', '.']",laptop,['prices'],1,train
1672,"['we', 'researched', 'and', 'found', 'the', 'best', 'price', 'at', 'macconnection', '.']",laptop,['price'],2,train
1673,"['but', 'guess', 'what', '?', '(', 'you', 'have', 'to', 'buy', 'an', 'external', 'dvd', 'drive', 'it', 'does', ""n't"", 'have', 'a', 'built', 'in', 'type', ')', 'the', 'notebook', 'ca', ""n't"", 'be', 'used', 'because', 'it', 'does', ""n't"", 'read', 'anything', 'for', 'an', 'external', 'drive', '.']",laptop,"['external', 'dvd', 'drive']",0,train
1674,"['but', 'guess', 'what', '?', '(', 'you', 'have', 'to', 'buy', 'an', 'external', 'dvd', 'drive', 'it', 'does', ""n't"", 'have', 'a', 'built', 'in', 'type', ')', 'the', 'notebook', 'ca', ""n't"", 'be', 'used', 'because', 'it', 'does', ""n't"", 'read', 'anything', 'for', 'an', 'external', 'drive', '.']",laptop,"['external', 'drive']",0,train
1675,"['get', 'this', 'computer', 'for', 'portability', 'and', 'fast', 'processing', '!', '!', '!']",laptop,['portability'],2,train
1676,"['get', 'this', 'computer', 'for', 'portability', 'and', 'fast', 'processing', '!', '!', '!']",laptop,['processing'],2,train
1677,"['i', 'use', 'a', 'cooling', 'pad', 'but', 'it', 'does', ""n't"", 'help', '.']",laptop,"['cooling', 'pad']",0,train
1678,"['supplied', 'software', ':', 'the', 'software', 'that', 'comes', 'with', 'this', 'machine', 'is', 'greatly', 'welcomed', 'compared', 'to', 'what', 'windows', 'comes', 'with', '.']",laptop,"['supplied', 'software']",1,train
1679,"['supplied', 'software', ':', 'the', 'software', 'that', 'comes', 'with', 'this', 'machine', 'is', 'greatly', 'welcomed', 'compared', 'to', 'what', 'windows', 'comes', 'with', '.']",laptop,['software'],2,train
1680,"['supplied', 'software', ':', 'the', 'software', 'that', 'comes', 'with', 'this', 'machine', 'is', 'greatly', 'welcomed', 'compared', 'to', 'what', 'windows', 'comes', 'with', '.']",laptop,['windows'],0,train
1681,"['i', ""'m"", 'tired', 'of', 'the', 'inept', 'service', '.']",laptop,['service'],0,train
1682,"['garageband', 'is', 'easy', 'to', 'work', 'with', ',', 'like', 'all', 'the', 'other', 'apple', 'applications', 'i', ""'ve"", 'had', 'experience', 'with', '.']",laptop,['garageband'],2,train
1683,"['garageband', 'is', 'easy', 'to', 'work', 'with', ',', 'like', 'all', 'the', 'other', 'apple', 'applications', 'i', ""'ve"", 'had', 'experience', 'with', '.']",laptop,"['apple', 'applications']",2,train
